attivo;tinyurl;url
0;2ee84t82;https://www.isime.it/edizione-nazionale-delle-opere-di-flavio-biondo
0;2p8s47d7;https://www.lescienze.it/news/2017/09/27/news/linguaggio_articoli_scientifici_wikipedia-3678870/?rss
0;2p9d3s7x;https://noi-italia.istat.it/documenti/Cultura%20e%20tempo%20libero.zip
0;2p9x5wcb;https://archive.org/stream/bub_gb_RyVIZnPdkgAC#page/n81/mode/2up
0;2rb2wvyz;https://www.isime.it/index.php/attivita-scientifica/progetti/edizione-nazionale-delle-opere-di-flavio-biondo/opere-disponibili-in-rete
0;2yktf5h4;https://archiviostorico.gruppotim.it/sites/default/files/Elettronica%20e%20Telecomunicazioni,%20anno%20XVII,%2020n.%206,%201968.pdf
0;3v374btc;https://www.ilmessaggero.it/primopiano/politica/riduzione_delle_regioni_gennaio_parlamento-774410.html
0;5xc797n5;ftp://host-85-37-108-166.business.telecomitalia.it/Museo%20Archeologico/Tesi%20carta%20archeologica%202013.pdf
0;y9dbrrzp;http://antique.mrugala.net/Atlas%20antique%20(miror)/carto/liens.html
0;yc2r6nvp;https://books.google.it/books?id=RyVIZnPdkgAC
0;ymmdduky;https://agenziaentrate.gov.it/portale/web/guest/schede/fabbricatiterreni/portale-per-i-comuni/servizi-portale-dei-comuni/toponomastica
1;2acwtuu6;https://www.gazzettaufficiale.it/do/gazzetta/downloadPdf?dataPubblicazioneGazzetta=19380902&numeroGazzetta=200&tipoSerie=FO&tipoSupplemento=GU&numeroSupplemento=0&progressivo=0&estensione=pdf&edizione=0&rangeAnni=
1;2bm63p2u;https://articles.adsabs.harvard.edu/cgi-bin/nph-iarticle_query?1986CeMec..38..155G&data_type=PDF_HIGH&whole_paper=YES&type=PRINTER&filetype=.pdf
1;2d3dsxuz;https://www.post.ch/it/chi-siamo/media/cambiamenti-nella-rete-postale/2019/campione-entrata-dell-exclave-nello-spazio-doganale-europeo
1;2j76n952;https://agenziaentrate.gov.it/portale/schede/fabbricatiterreni/portale-per-i-comuni/servizi-portale-dei-comuni/toponomastica
1;2k79bvch;https://archiviostorico.gruppotim.it/it/’azienda-telefonica-di-stato-asst-1925-1994
1;2nkz426x;http://bibliotecauniversitarianapoli.beniculturali.it/index.php?it/342/atlante-geografico-del-regno-di-napoli
1;2nmhvp5n;https://web.archive.org/web/20191226132411/http://www.2200anniemilia.it/
1;2p89d4ze;https://www.archiviocasalis.it/localized-install/content/uno-schedario-dei-comuni-piemontesi
1;2p89ru7c;https://www.ansa.it/sardegna/notizie/2021/06/10/sardegna-governo-impugna-aumento-province-da-5-a-8_d7caa2c7-5818-427c-8bf7-a164eddbc71c.html
1;2p8hzjnk;https://agenziaentrate.gov.it/portale/documents/20143/266134/Nota+Istat+del+15012014_Nota+Istat+912+del+15_01_2014.pdf
1;2p8pkhpe;https://www.agid.gov.it/it/agenzia/stampa-e-comunicazione/notizie/2019/04/18/geodati-online-il-registro-istat-denominazioni-urbanistiche-generiche-dug
1;2p94pdwm;https://www.lescienze.it/news/2017/09/27/news/linguaggio_articoli_scientifici_wikipedia-3678870/
1;2p985kax;https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2000-08-18;267
1;2ru4fucc;https://www.researchgate.net/publication/324918383_PENDOLARISMO_A_ROMA_-_SISTEMI_GIORNALIERI_URBANI_DI_ROMA_UN'IPOTESI_DI_DEFINIZIONE
1;2s49bckr;https://patrimonioculturale.regione.emilia-romagna.it/chi-siamo/parliamo-di/lucio-gambi/allegati/che_genere_regione.pdf
1;2skw5f4j;https://books.google.it/books?id=Vk0pAAAAYAAJ&pg=PR9
1;2st5xn89;https://archiviostorico.gruppotim.it/sites/default/files/Elettronica%20e%20Telecomunicazioni%2C%20anno%20XVII%2C%20n.%206%2C%201968.pdf
1;2syaaajv;https://ambiente.regione.emilia-romagna.it/it/geologia/geologia/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-ravegnana
1;2urfdzab;https://www.treccani.it/enciclopedia/l-italia-romana-delle-regiones-introduzione_(Il-Mondo-dell'Archeologia)
1;2urv6fbw;https://www.repubblica.it/cultura/2017/06/30/news/da_torino_a_palermo_guida_a_tutti_i_carneadi_del_nostro_stradario-169554781
1;2vuf23bd;http://societageografica.net/images/stories/Pubblicazioni/NUOVA_EDIZIONE_e-book_Il_riordino_territoriale_dello_Stato.pdf
1;32fwkcdj;https://www.treccani.it/enciclopedia/l-italia-romana-delle-regiones-regio-iii-lucania-et-bruttii_(Il-Mondo-dell'Archeologia)
1;33bzmkz8;https://it.wikipedia.org/wiki/Costituzione_siciliana_del_1812#La_suddivisione_amministrativa
1;36svcst2;https://it.wikipedia.org/wiki/Suddivisioni_amministrative_dello_Stato_Pontificio_in_età_contemporanea
1;38vuzbev;http://www.lombardiaquotidiano.com/notizia/proposta-lombarda-su-enti-locali-riforma-del-titolo-v-della-costituzione-e-del-senato
1;39axaa8n;https://archiviostorico.gruppotim.it/sites/default/files/Telefono%20indice%20sviluppo.pdf
1;3dan8652;https://en.wikipedia.org/wiki/Georgia_(country)#Etymology
1;3je6upka;https://www.treccani.it/enciclopedia/sviluppo-urbano-e-aumento-della-popolazione_(Atlante-Geopolitico)
1;3prdbmtr;https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta
1;3ptcz3fm;https://books.google.it/books?id=cY6GyvwXUo8C
1;3she39st;https://it.wikipedia.org/wiki/Codice_di_avviamento_postale#Località_e_siti_italiani_con_altri_codici_postali
1;3skp2pzn;https://books.google.it/books?id=cY6GyvwXUo8C&pg=PA48
1;3t6t55xp;https://www.isime.it/index.php/attivita-scientifica/progetti/edizione-nazionale-delle-opere-di-flavio-biondo
1;3x6ez64c;https://www.gazzettaufficiale.it/do/gazzetta/downloadPdf?dataPubblicazioneGazzetta=18611227&numeroGazzetta=313&tipoSerie=FO&tipoSupplemento=GU&numeroSupplemento=0&progressivo=0&estensione=pdf&edizione=0&rangeAnni=
1;422b8shx;https://www.beniculturali.it/luogo/parco-archeologico-di-ostia-antica-area-archeologica-dei-porti-imperiali-di-claudio-e-traiano
1;446kw93d;https://maps.lib.utexas.edu/maps/historical/history_europe.html#I
1;46z2k94d;https://it.wikipedia.org/wiki/Sardegna#Organizzazione_della_Regione
1;4976mtwj;https://www.difesa.it/SMD_/CASD/IM/CeMiSS/DocumentiVis/OS_Pubb_File_Singoli_per_Area/Cina/2015/2015_Mastrolia_OS_02.pdf
1;49hxdaxu;https://web.archive.org/web/20150711232059/http://societageografica.net/index.php?option=com_content&view=article&id=780:la-riorganizzazione-territoriale-dello-stato&catid=62:comunicati-stampa&Itemid=89
1;49sb5akj;https://it.wikipedia.org/wiki/Tilde#L'originaria_funzione_di_abbreviatura
1;4e42mbrw;https://st.unicode.org/cldr-apps/v#/it_CH/Gregorian/
1;4fxtdktf;https://www.treccani.it/enciclopedia/l-italia-romana-delle-regiones-regio-viii-aemilia_(Il-Mondo-dell'Archeologia)
1;4hwe46y8;https://anci.it/wp-content/uploads/2018/06/Contenuti/Allegati/2_Citta%20metropolitane%20catalizzatore%20di%20sviluppo.pdf
1;4jc992wm;https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-piera
1;4rfktcd9;https://st.unicode.org/cldr-apps/v#/it/Gregorian/
1;4ssuxyuh;https://patrimonioculturale.regione.emilia-romagna.it/chi-siamo/parliamo-di/lucio-gambi/allegati/BiondoAlberti.pdf
1;4th6c556;https://ricerca.repubblica.it/repubblica/archivio/repubblica/2015/06/11/umberto-eco-attacca-il-web-e-il-mondo-delle-bufale48.html
1;4tjjduk3;https://siusa.archivi.beniculturali.it/cgi-bin/pagina.pl?TipoPag=contesto&Chiave=11&RicSez=contesti&RicTipoScheda=cps&RicVM=indice
1;4x3mnzyy;https://www.archiviocasalis.it/localized-install/content/schedario-storico-territoriale-dei-comuni-piemontesi
1;4x7dthwv;https://media.regesta.com/dm_0/ASBO/asboUnita014/allegati/IT/ASBO/0000/0014/0000/IT.ASBO.0000.0014.0000.0001.pdf
1;4xpn6ssv;https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-san-procolo
1;4y33etu4;https://www.isprambiente.gov.it/files/pubblicazioni/statoambiente/tematiche2011/05_%20Mare_e_ambiente_costiero_2011.pdf
1;53m7ykwz;https://www.ilmessaggero.it/primopiano/politica/riduzione_delle_regioni_a_gennaio_in_parlamento-774410.html
1;54r6y9s9;https://web.archive.org/web/20171020085148/https://www.loc.gov/standards/datetime/ISO_DIS%208601-2.pdf
1;54uyv8f6;https://archiviostorico.gruppotim.it/it/salone-della-centrale-interurbana-timo-di-bologna-nella-fase-della-ricostruzione-con-telefoniste-già
1;56efxfpu;https://www.treccani.it/enciclopedia/l-italia-romana-delle-regiones-regio-i-latium-et-campania-latium_(Il-Mondo-dell'Archeologia)
1;56kj7ja7;https://www.ostiaantica.beniculturali.it/it/aree-archeologiche-e-monumentali/porti-imperiali-di-claudio-e-traiano
1;57ha2k2f;https://it.wikipedia.org/wiki/Demografia_d'Italia#Evoluzione_storica
1;5apud3ba;https://www.touringclub.it/notizie-di-viaggio/aemilia-una-via-lunga-2200-anni-un-progetto-touring-per-raccontare-la-via-emilia
1;5asxewde;https://www.gazzettaufficiale.it/do/gazzetta/downloadPdf?dataPubblicazioneGazzetta=19380712&numeroGazzetta=156&tipoSerie=FO&tipoSupplemento=GU&numeroSupplemento=0&progressivo=0&estensione=pdf&edizione=0&rangeAnni=
1;5fefemv2;https://it.wikipedia.org/wiki/Regno_cliente_(storia_romana)#Augusto_(30_a.C._-_14_d.C.)
1;5n7hpm57;https://media.regesta.com/dm_0/ASBO/asboUnita014/allegati/IT/ASBO/0000/0014/0000/IT.ASBO.0000.0014.0000.0002.pdf
1;5xs2zwc9;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.02.0137%3Abook=3%3Achapter=6
1;bdduv4m5;https://archiviostorico.gruppotim.it/it/ripartizione-del-servizio-telefonico-cinque-concessionarie
1;bdfsp2jj;https://ricerca.repubblica.it/repubblica/archivio/repubblica/2017/06/18/la-macchina-del-tempo-che-ci-svelera-vite-e-sconosciuta19.html
1;bdzzvpby;http://www.bvh.univ-tours.fr/Consult/consult.asp?numtable=B372615206_25016&numfiche=271&mode=3&offset=4
1;cd65sh64;https://web.archive.org/web/20171020084445/https://www.loc.gov/standards/datetime/ISO_DIS%208601-1.pdf
1;cnufsz6h;https://agenziaentrate.gov.it/portale/documents/20143/266134/Informativa+Istat_Istruzioni+ordinamento+ecografico.pdf
1;m4ah3tb8;https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-stiera
1;mdv4wxdj;https://www.bibliotecasalaborsa.it/cronologia/bologna/1843/la_barriera_di_santo_stefano_o_gregoriana
1;mpwd9d4c;https://alai.it/dettaglio.php?lang_id=1&ev_id=116&lang_id=1&lang_id=1
1;mr43n6k4;https://www.google.com/maps/d/viewer?mid=zCY_eTEnC8I0.k5tLlzCZnbF0
1;mrxbvaev;https://www.treccani.it/enciclopedia/costituzione-italiana-riforma-del-titolo-v-della_(Dizionario-di-Economia-e-Finanza)
1;mrymj2en;https://www.assemblea.emr.it/biblioteca/approfondire/selezioni-proposte/tutti-dossier/riforma-titolo-V/riforma-titolov-della-costituzione-2016-2014.pdf
1;ms86h8s2;https://www.iso.org/obp/ui/#iso:std:70907:en
1;mtjukxvz;https://it.wikipedia.org/wiki/Granducato_di_Toscana#Confini_e_ripartizione_amministrativa
1;mun5j4u6;https://www.originebologna.com/odonomastica-storica/denominazioni-urbanistiche-generiche-tipiche-in-uso-a-bologna/
1;rhynm6bt;https://ebiblio.istat.it/digibib/Censimenti%20popolazione/censpop1861/IST7874censpop1861_popolazione_diritto.pdf
1;wrp38ybd;https://www.gazzettaufficiale.it/do/gazzetta/downloadPdf?dataPubblicazioneGazzetta=19381217&numeroGazzetta=287&tipoSerie=FO&tipoSupplemento=GU&numeroSupplemento=0&progressivo=0&estensione=pdf&edizione=0&rangeAnni=
1;y5b4crsb;https://en.wikipedia.org/wiki/URL_shortening#Notable_services
1;y6d5ys3u;https://op.europa.eu/en/publication-detail/-/publication/1c672bb8-ffa8-11e5-b713-01aa75ed71a1/language-en/format-PDF/source-61885856
1;y82ta6mr;https://ebiblio.istat.it/digibib/Letture%20Statistiche/Territorio/Il-profilo-statistico-della-macro-regione-centrale.pdf
1;y8w3jxah;https://comune.rimini.it/novita/notizie/nuove-modalita-di-partecipazione-civica-la-dichiarazione-di-chiara-bellini
1;yckjns82;https://accademiadellacrusca.it/it/lingua-italiana/consulenza-linguistica/domande-risposte/uso-preposizioni-prima-nomi-propri-contengon
1;ycw3akjs;https://bologna.repubblica.it/cronaca/2018/01/09/news/ateeo_di_bologna_ecco_perche_i_turisti_si_perdono_a_venezia-186129554/?ref=RHPF-VA-I0-C6-P5-S1.6-T1
1;ydndx83y;https://ricerca.repubblica.it/repubblica/archivio/repubblica/2007/05/24/il-sorpasso-piu-gente-in-citta-che.html
1;ye2yetmh;https://it.wikipedia.org/wiki/La_Spezia#Toponimo_e_corretta_ortografia
1;yr7bxpja;http://www.bdim.eu/item?fmt=pdf&id=BUMI_2000_8_3A_1_1_0
1;yt68a4s4;http://www.comune.bologna.it/news/dal-prossimo-mandato-i-quartieri-passano-da-9-6-i-consiglieri-da-152-90-nuove-funzioni-e-pi
1;yt6c9rvx;https://noi-italia.istat.it/pagina.php?id=3&categoria=7&action=show&L=0
1;ywknwufh;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3039505
1;zh527jka;https://it.wikipedia.org/wiki/Regno_di_Napoli#Il_periodo_napoleonico